fraction,churn_fraction_mean,churn_fraction_median,churn_fraction_p05,churn_fraction_p95,churn_fraction_min,churn_fraction_max,full_data_predicted_dloss_delta_mean,full_data_predicted_dloss_delta_median,full_data_predicted_dloss_delta_p05,full_data_predicted_dloss_delta_p95,full_data_predicted_dloss_delta_min,full_data_predicted_dloss_delta_max,full_data_predicted_dloss_relative_delta_mean,full_data_predicted_dloss_relative_delta_median,full_data_predicted_dloss_relative_delta_p05,full_data_predicted_dloss_relative_delta_p95,full_data_predicted_dloss_relative_delta_min,full_data_predicted_dloss_relative_delta_max,achieved_payload_bits_mean,achieved_payload_bits_median,achieved_payload_bits_p05,achieved_payload_bits_p95,achieved_payload_bits_min,achieved_payload_bits_max,resampled_objective_delta_vs_full_assignment_mean,resampled_objective_delta_vs_full_assignment_median,resampled_objective_delta_vs_full_assignment_p05,resampled_objective_delta_vs_full_assignment_p95,resampled_objective_delta_vs_full_assignment_min,resampled_objective_delta_vs_full_assignment_max
0.25,0.006260315078769693,0.006316579144786196,0.005699924981245311,0.006843210802700676,0.005581395348837209,0.006931732933233309,0.4613038688665183,0.4344166195729393,0.3006186363879202,0.6652392952169935,0.242318435768631,1.055666890205785,0.00738609095764288,0.006955590191691884,0.004813305809421335,0.010651369465302969,0.0038798417444418616,0.01690263663123129,610031914281.6,610043214000.0,609966881473.6,610055545128.0,609963915680.0,610055863008.0,-0.6087230743326835,-0.5979644656431908,-0.7770223943358477,-0.46912833117697483,-0.796909360757347,-0.4382508174782487
0.5,0.0036954238559639913,0.0036609152288072017,0.003356339084771193,0.004178544636159039,0.003150787696924231,0.004381095273818455,0.11808514318574126,0.12382436048846657,-0.017331555643322002,0.24389439313611908,-0.0541875892038135,0.2811175600868694,0.0018907008312313595,0.001982593364298046,-0.000277501350104797,0.0039050749264011543,-0.0008676156643086048,0.0045010675364464915,610026982648.8,610038299184.0,609961084404.8,610055866033.6,609960376480.0,610056124864.0,-0.2501939400329819,-0.26002209923677455,-0.3544088584032011,-0.1143688525931673,-0.3925692299435326,-0.09740355731726424
0.75,0.002147786946736684,0.0021605401350337583,0.001800450112528132,0.002432108027006752,0.0016804201050262565,0.002490622655663916,0.021143055140866805,-0.009365925780208784,-0.07432470909725382,0.1679226531786,-0.0806775319046551,0.20823509364045378,0.00033852854687002094,-0.0001499609788340437,-0.0011900378445590537,0.0026886659183531503,-0.0012917550211536239,0.0033341219226728797,610022031404.0,610036922864.0,609964892352.0,610054103230.4,609961228768.0,610055731488.0,-0.1278898488850368,-0.14174328163427674,-0.21403458712532064,-0.019324951888712152,-0.24006741734661574,0.014952950815576571
