fraction,median_activation_energy_relative_std,p90_activation_energy_relative_std,median_combined_relative_std,p90_combined_relative_std,dloss_weighted_mean_combined_relative_std
0.25,0.0017903289871389605,0.13213079879742334,0.37975573140322993,1.3271138683428514,0.0881656459029328
0.5,0.0010502299440985068,0.07665247750060995,0.21923433696467604,0.7673710750001468,0.04821724492068839
0.75,0.0005056957412170686,0.0417365603439248,0.12634636346470557,0.42700841014689916,0.026982186971937116
