fraction,n_activation_rows,unit_count,median_activation_energy_relative_std,p90_activation_energy_relative_std,mean_activation_energy_relative_std,median_combined_relative_std,p90_combined_relative_std,mean_combined_relative_std
0.5,33,129,0.0009831643059183884,0.06524844744351174,0.01786959949486835,0.17869792752432312,0.20731671945733196,0.178974900938349
0.5,34,144,0.001320567057322244,0.07251405887680236,0.022538501097852912,0.17320474696531946,0.20044135576137584,0.1735514659253844
0.5,35,138,0.001413749057402544,0.07013306280636716,0.01848259710234547,0.16898172475794598,0.19322619505777716,0.1681853995857297
0.5,36,126,0.0013002981119373852,0.06105644869902687,0.018762157528240012,0.1705721822380009,0.1940042746082266,0.17135629725731402
0.5,37,102,0.0008404162979278233,0.05962845672371319,0.01875690428439256,0.16656638221994868,0.19127608347054706,0.16723206153766587
0.5,38,129,0.0010948310223107879,0.06710673930763594,0.019715327168584894,0.163072683544321,0.18787441577714808,0.16436613382111903
0.5,39,90,0.0007407976550067202,0.056102038446176984,0.016946876861514137,0.1600593689542768,0.1893763302658943,0.16056510627451315
0.5,40,75,0.0008852295750084225,0.06621691617335455,0.020940241966510863,0.16082460337233787,0.19276175826511965,0.16359217203164875
0.5,41,114,0.000981583091415225,0.050579103433051845,0.017427423249145688,0.1575345354163512,0.1818809121410221,0.1583245291349291
0.5,42,123,0.000792382668098603,0.0511481619942673,0.016981125925221708,0.15632971669002393,0.1822310790628353,0.15717049068943995
0.5,43,87,0.0011743093561550635,0.053760671766307104,0.014784786461001093,0.1511890579234117,0.17401967361530163,0.1507679142696546
0.5,44,87,0.0009642070581417838,0.06167466449154632,0.018554532185308073,0.1525321850761669,0.1807070792224874,0.1535620675381227
0.5,45,120,0.0007761075072697922,0.0652392908259907,0.017233668741093444,0.15139507474557024,0.17827982095813302,0.1531003855706509
0.5,46,84,0.0009608398204358098,0.057005767800152665,0.018580488196756756,0.14453891332256277,0.1741433735369162,0.14590158990834423
0.5,47,93,0.0010803958926690028,0.06471132070260141,0.01943957986200649,0.14759190917821718,0.17550171700489076,0.14968339960325955
